## ENSEMBL VARIANT EFFECT PREDICTOR v105.0
## Output produced at 2023-02-09 15:03:05
## Using cache in /home/hjb_xxf/ssd_1/homo_sapiens/105_GRCh38
## Using API version 105, DB version ?
## ensembl version 105.f357e33
## ensembl-funcgen version 105.660df8f
## ensembl-variation version 105.ac8178e
## ensembl-io version 105.2a0a40c
## ClinVar version 202201
## gnomADe version r2.1.1
## assembly version GRCh38.p13
## gnomADg version v3.1.2
## dbSNP version 154
## COSMIC version 95
## HGMD-PUBLIC version 20204
## sift version sift5.2.2
## polyphen version 2.2.2
## 1000genomes version phase3
## regbuild version 1.0
## gencode version GENCODE 41
## genebuild version 2014-07
## Column descriptions:
## Uploaded_variation : Identifier of uploaded variant
## Location : Location of variant in standard coordinate format (chr:start or chr:start-end)
## Allele : The variant allele used to calculate the consequence
## Gene : Stable ID of affected gene
## Feature : Stable ID of feature
## Feature_type : Type of feature - Transcript, RegulatoryFeature or MotifFeature
## Consequence : Consequence type
## cDNA_position : Relative position of base pair in cDNA sequence
## CDS_position : Relative position of base pair in coding sequence
## Protein_position : Relative position of amino acid in protein
## Amino_acids : Reference and variant amino acids
## Codons : Reference and variant codon sequence
## Existing_variation : Identifier(s) of co-located known variants
## Extra column keys:
## IMPACT : Subjective impact classification of consequence type
## DISTANCE : Shortest distance from variant to transcript
## STRAND : Strand of the feature (1/-1)
## FLAGS : Transcript quality flags
#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
chr13_85751676_insertion	chr13:85751676	insertion	ENSG00000285834	ENST00000647840	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr13_86689461_insertion	chr13:86689461	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_87122928_insertion	chr13:87122928	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_87122947_insertion	chr13:87122947	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_87741761_insertion	chr13:87741761	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_88574789_insertion	chr13:88574789	insertion	ENSG00000229443	ENST00000653293	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_88870572_insertion	chr13:88870572	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_89923545_insertion	chr13:89923545	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_90497083_insertion	chr13:90497083	insertion	ENSG00000234384	ENST00000426840	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_90497235_insertion	chr13:90497235	insertion	ENSG00000234384	ENST00000426840	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_91098580_insertion	chr13:91098580	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_91608998_insertion	chr13:91608998	insertion	ENSG00000179399	ENST00000377067	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_91861767_insertion	chr13:91861767	insertion	ENSG00000179399	ENST00000377067	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_91861779_insertion	chr13:91861779	insertion	ENSG00000179399	ENST00000377067	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_92347933_insertion	chr13:92347933	insertion	ENSG00000179399	ENST00000377067	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_92385812_insertion	chr13:92385812	insertion	ENSG00000179399	ENST00000377067	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_92587566_insertion	chr13:92587566	insertion	ENSG00000179399	ENST00000377067	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_92998326_insertion	chr13:92998326	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_93096775_insertion	chr13:93096775	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_93490461_insertion	chr13:93490461	insertion	ENSG00000183098	ENST00000377047	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_93490529_insertion	chr13:93490529	insertion	ENSG00000183098	ENST00000377047	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_94288886_insertion	chr13:94288886	insertion	ENSG00000183098	ENST00000377047	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_94288934_insertion	chr13:94288934	insertion	ENSG00000183098	ENST00000377047	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_95679229_insertion	chr13:95679229	insertion	ENSG00000102580	ENST00000602402	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_97877656_insertion	chr13:97877656	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_98283663_insertion	chr13:98283663	insertion	ENSG00000152767	ENST00000319562	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_99566878_insertion	chr13:99566878	insertion	ENSG00000125304	ENST00000376387	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=2830;STRAND=1
chr13_103223144_insertion	chr13:103223144	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_105055752_insertion	chr13:105055752	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_107272223_insertion	chr13:107272223	insertion	ENSG00000204442	ENST00000375915	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr13_108116128_insertion	chr13:108116128	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_108147844_insertion	chr13:108147844	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_108997399_insertion	chr13:108997399	insertion	ENSG00000041515	ENST00000457511	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_110222491_insertion	chr13:110222491	insertion	ENSG00000187498	ENST00000375820	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr13_110959421_insertion	chr13:110959421	insertion	ENSG00000275989	ENST00000615151	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.01
chr13_111051307_insertion	chr13:111051307	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_112015005_insertion	chr13:112015005	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_112015008_insertion	chr13:112015008	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr13_112863736_insertion	chr13:112863736	insertion	ENSG00000068650	ENST00000375645	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_113024937_insertion	chr13:113024937	insertion	ENSG00000126217	ENST00000535094	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_113025246_insertion	chr13:113025246	insertion	ENSG00000126217	ENST00000535094	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr13_113332324_insertion	chr13:113332324	insertion	ENSG00000139835	ENST00000375431	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr13_113876333_insertion	chr13:113876333	insertion	ENSG00000237699	ENST00000449453	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1275;STRAND=1
chr13_114116636_insertion	chr13:114116636	insertion	ENSG00000185989	ENST00000334062	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr13_114176736_insertion	chr13:114176736	insertion	ENSG00000283347	ENST00000637433	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_19787251_insertion	chr14:19787251	insertion	ENSG00000176299	ENST00000641200	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3555;STRAND=1
chr14_19787256_insertion	chr14:19787256	insertion	ENSG00000176299	ENST00000641200	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3560;STRAND=1
chr14_20332024_insertion	chr14:20332024	insertion	ENSG00000100814	ENST00000358932	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_20332025_insertion	chr14:20332025	insertion	ENSG00000100814	ENST00000358932	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_20518956_insertion	chr14:20518956	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_21581821_insertion	chr14:21581821	insertion	ENSG00000169208	ENST00000641040	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1745;STRAND=-1
chr14_25102355_insertion	chr14:25102355	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_25200471_insertion	chr14:25200471	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_27056872_insertion	chr14:27056872	insertion	ENSG00000258081	ENST00000656336	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_27056976_insertion	chr14:27056976	insertion	ENSG00000258081	ENST00000656336	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_28761926_insertion	chr14:28761926	insertion	ENSG00000176165	ENST00000313071	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4861;STRAND=1
chr14_30045230_insertion	chr14:30045230	insertion	ENSG00000248975	ENST00000549360	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_30045242_insertion	chr14:30045242	insertion	ENSG00000248975	ENST00000549360	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_31083868_insertion	chr14:31083868	insertion	ENSG00000100478	ENST00000542754	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_32966595_insertion	chr14:32966595	insertion	ENSG00000151322	ENST00000356141	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_34003037_insertion	chr14:34003037	insertion	ENSG00000129521	ENST00000551935	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_34890535_insertion	chr14:34890535	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_34928193_insertion	chr14:34928193	insertion	ENSG00000258704	ENST00000555015	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_37663944_insertion	chr14:37663944	insertion	ENSG00000139865	ENST00000553443	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_39037032_insertion	chr14:39037032	insertion	ENSG00000100934	ENST00000307712	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_39203188_insertion	chr14:39203188	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_40986840_insertion	chr14:40986840	insertion	ENSG00000251363	ENST00000651006	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_42030529_insertion	chr14:42030529	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_42041001_insertion	chr14:42041001	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_42041121_insertion	chr14:42041121	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_44009646_insertion	chr14:44009646	insertion	ENSG00000258969	ENST00000654351	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_45289932_insertion	chr14:45289932	insertion	ENSG00000258608	ENST00000555084	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=104;STRAND=1
chr14_46733175_insertion	chr14:46733175	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_47854834_insertion	chr14:47854834	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_47854835_insertion	chr14:47854835	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_49756960_insertion	chr14:49756960	insertion	ENSG00000197776	ENST00000359332	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3810;STRAND=1
chr14_49821047_insertion	chr14:49821047	insertion	ENSG00000165525	ENST00000298310	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_50718148_insertion	chr14:50718148	insertion	ENSG00000100503	ENST00000530997	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1615;STRAND=-1
chr14_50718221_insertion	chr14:50718221	insertion	ENSG00000100503	ENST00000530997	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1542;STRAND=-1
chr14_51669173_insertion	chr14:51669173	insertion	ENSG00000139926	ENST00000344768	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_52095206_insertion	chr14:52095206	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_52177000_insertion	chr14:52177000	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_53502888_insertion	chr14:53502888	insertion	ENSG00000237356	ENST00000648066	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_55777605_insertion	chr14:55777605	insertion	ENSG00000258784	ENST00000554458	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=4402;STRAND=1
chr14_59987443_insertion	chr14:59987443	insertion	ENSG00000131951	ENST00000647410	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_59987562_insertion	chr14:59987562	insertion	ENSG00000131951	ENST00000647410	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_60590529_insertion	chr14:60590529	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_61821183_insertion	chr14:61821183	insertion	ENSG00000139973	ENST00000683842	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_62759566_insertion	chr14:62759566	insertion	ENSG00000140015	ENST00000322893	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_63338531_insertion	chr14:63338531	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_63943675_insertion	chr14:63943675	insertion	ENSG00000054654	ENST00000555002	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_63962879_insertion	chr14:63962879	insertion	ENSG00000054654	ENST00000555002	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_64224463_insertion	chr14:64224463	insertion	ENSG00000140009	ENST00000341099	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3854;STRAND=-1
chr14_65267293_insertion	chr14:65267293	insertion	ENSG00000258760	ENST00000555736	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_66953165_insertion	chr14:66953165	insertion	ENSG00000171723	ENST00000478722	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_67625698_insertion	chr14:67625698	insertion	ENSG00000081181	ENST00000261783	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_67818098_insertion	chr14:67818098	insertion	ENSG00000072121	ENST00000347230	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1508;STRAND=-1
chr14_68641580_insertion	chr14:68641580	insertion	ENSG00000182185	ENST00000488612	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_69743850_insertion	chr14:69743850	insertion	ENSG00000100650	ENST00000553521	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_69743851_insertion	chr14:69743851	insertion	ENSG00000100650	ENST00000553521	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_69743870_insertion	chr14:69743870	insertion	ENSG00000100650	ENST00000553521	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_69746029_insertion	chr14:69746029	insertion	ENSG00000100650	ENST00000553521	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_70731072_insertion	chr14:70731072	insertion	ENSG00000006432	ENST00000554752	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_70731171_insertion	chr14:70731171	insertion	ENSG00000006432	ENST00000554752	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_70813493_insertion	chr14:70813493	insertion	ENSG00000006432	ENST00000554752	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3980;STRAND=-1
chr14_70979455_insertion	chr14:70979455	insertion	ENSG00000100731	ENST00000304743	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_72342748_insertion	chr14:72342748	insertion	ENSG00000182732	ENST00000553525	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_73547011_insertion	chr14:73547011	insertion	ENSG00000184227	ENST00000311148	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=3215;STRAND=1
chr14_75594207_insertion	chr14:75594207	insertion	ENSG00000119686	ENST00000238667	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_75594223_insertion	chr14:75594223	insertion	ENSG00000119686	ENST00000238667	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_75729455_insertion	chr14:75729455	insertion	ENSG00000119685	ENST00000298832	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_75729498_insertion	chr14:75729498	insertion	ENSG00000119685	ENST00000298832	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_75886955_insertion	chr14:75886955	insertion	ENSG00000119685	ENST00000298832	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_75919198_insertion	chr14:75919198	insertion	ENSG00000119685	ENST00000298832	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_75919222_insertion	chr14:75919222	insertion	ENSG00000119685	ENST00000298832	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_76287175_insertion	chr14:76287175	insertion	ENSG00000258402	ENST00000555465	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_76287219_insertion	chr14:76287219	insertion	ENSG00000258402	ENST00000555465	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
chr14_76311993_insertion	chr14:76311993	insertion	ENSG00000258402	ENST00000555465	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1927;STRAND=-1
chr14_76828677_insertion	chr14:76828677	insertion	ENSG00000100565	ENST00000689127	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_77235425_insertion	chr14:77235425	insertion	ENSG00000165548	ENST00000298351	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_77460584_insertion	chr14:77460584	insertion	ENSG00000100591	ENST00000216479	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.01
chr14_77762346_insertion	chr14:77762346	insertion	ENSG00000100603	ENST00000261531	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;DISTANCE=1190;STRAND=-1
chr14_78019945_insertion	chr14:78019945	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_78516304_insertion	chr14:78516304	insertion	ENSG00000021645	ENST00000335750	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_79540135_insertion	chr14:79540135	insertion	ENSG00000021645	ENST00000335750	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_79763478_insertion	chr14:79763478	insertion	ENSG00000021645	ENST00000335750	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_79763494_insertion	chr14:79763494	insertion	ENSG00000021645	ENST00000335750	Transcript	intron_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_80337208_insertion	chr14:80337208	insertion	ENSG00000258766	ENST00000553979	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=1;OverlapBP=1;OverlapPC=0.00
chr14_81714819_insertion	chr14:81714819	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_81714862_insertion	chr14:81714862	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_81714873_insertion	chr14:81714873	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_82390792_insertion	chr14:82390792	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_83332409_insertion	chr14:83332409	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_83940283_insertion	chr14:83940283	insertion	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER
chr14_84139328_insertion	chr14:84139328	insertion	ENSG00000285826	ENST00000649337	Transcript	intron_variant,non_coding_transcript_variant,feature_elongation	-	-	-	-	-	-	IMPACT=MODIFIER;STRAND=-1;OverlapBP=1;OverlapPC=0.00
